u,v,length
27495897,7317218682,5.154187136623506
27495909,443532625,15.435177806520933
27495911,526540898,6.120630664331675
30341998,9284794286,6.2135322423197525
30341998,7726914238,6.451354099793344
30341998,7726914274,6.231149422944931
30341998,7726914258,5.661109651447578
30342043,401544444,8.735954966275228
30342044,30342159,118.30751953026463
30342044,7726914282,120.1486418541999
30342075,7726914282,7.548036575082253
30342075,7726914267,6.085372282698521
30342075,7726914249,7.298950567877455
30342075,9284799519,6.245381402750537
30342076,7726944478,8.977767871866108
30342093,9130940255,5.993184961187367
30342121,7726944421,8.333881585184468
30342126,401556494,6.3424060878727895
30342127,603252397,49.921193880881226
30342127,9214954288,46.242951149296886
30342159,9675139946,112.16000037953249
30342159,9674832716,36.5561364641739
30342159,30342044,118.30751953026463
30342160,7726963224,105.93880414769971
30342160,7726914267,113.06698007483165
30342160,9674832716,92.56299714995254
30342164,401558733,9.38376241105661
30342165,401544483,6.931231636422406
30342168,108810490,8.762784873546389
30342168,2003715672,21.741194533305276
30342168,1705398509,17.74320002626713
30342171,7434257094,13.083901085270163
30342171,32871499,48.62213914640446
30342171,35721491,24.257781287761098
30342207,32994060,13.376379345853064
30342207,401541069,62.9630480523639
30342207,7317219673,52.22817769666703
30342208,401541069,11.055678576829466
30362877,7426893331,6.746191004678712
30363095,401544713,28.30400985563803
30363095,30363952,25.504956074401296
30363095,9225759367,49.21891833070032
30363114,30363952,21.284157259746266
30363336,401544713,31.78049689724537
30363336,305090886,76.0722229744677
30363336,7281224183,34.13402954494033
30363952,30363095,25.5049560744013
30363952,30363114,21.284157259746266
30363952,401544713,13.21335781077142
31395374,401544485,6.561404014819746
31395383,7726944436,7.528135873562547
32871499,30342171,48.62213914640446
32871499,2003715649,13.327521299953279
32871499,1696386974,39.698448229491206
32993826,32993827,4.5420229327950565
32993826,7281137848,17.406740402155112
32993826,9301551838,30.222871417828827
32993827,32993826,4.5420229327950565
32993827,32993830,125.19039738878047
32993830,32993891,36.528145498964015
32993830,32993827,125.19039738878045
32993891,32993830,36.528145498964015
32993891,9225759367,10.427076292466186
32993911,401544577,70.85409527323436
32993913,10869486008,3.2096369897868122
32993913,108810980,51.242711776897124
32993913,401563995,4.998517407850948
32994060,30342207,13.376379345853064
33413527,7729537603,6.378982834561395
33413527,7729255016,278.70399512005457
33413527,401544444,221.5087748108608
33721047,526540892,6.162901524062972
34148128,305157987,23.403346024164847
34148128,34148129,44.19573290863319
34148128,7281191187,20.191948767293
34148129,34148130,32.27404075050433
34148129,35721491,11.834389831115361
34148129,34148128,44.19573290863319
34148129,7434257088,97.74740999958765
34148130,34148131,32.57586706711538
34148130,34148129,32.27404075050433
34148130,7281185752,34.26968972731635
34148130,305157987,12.792564426179998
34148131,34148130,32.57586706711538
34148131,9091240926,27.330962442473588
34148131,7281185752,43.880894811844286
34148131,108810488,39.2207485462299
34148132,401563972,6.022158300597511
34200190,8680578966,29.34146255827682
34200190,7281224176,33.02721780635981
34200190,97157791,175.78615589463894
34200201,7281232389,6.972774222432213
35721255,9580680007,6.483941729619628
35721263,7283492047,23.126202369304565
35721266,9580680008,6.750387592081549
35721358,9091240924,4.74911121104212
35721358,7281191205,31.15641468729496
35721358,35721359,20.838699991011644
35721358,7281191210,13.267758315174959
35721359,7281191210,16.540242105781157
35721359,35721358,20.838699991011644
35721359,35721360,25.410663926288585
35721360,1696386974,40.48807738043314
35721360,7281191196,19.86895622920868
35721360,35721359,25.41066392628858
35721488,7281185772,12.136285129792947
35721488,7281185752,39.17167498381491
35721488,108810490,23.106933696532426
35721488,9203643988,4.283434925748064
