u,v,length
15434342,3151824299,9.485948575546672
250197410,5847177509,38.923478497934155
250197412,8198274444,100.49214462480494
250197412,299276434,222.15429862844263
250197412,281859209,140.9001560199812
250197412,10115733884,60.50448405850897
250197415,5559924054,11.401658061389726
250197415,5842286000,13.760121667102688
250197415,8198274446,129.11148680153832
250197440,2475502931,8.291747538263364
250197467,8195341083,4.751960081753219
250197471,8259078059,5.231075293523325
250197471,12726892549,43.161701120376954
250197471,8259078068,312.89553990111796
250197481,4216577521,9.322005256391138
250197482,5569222257,7.14378405055697
250197483,5569222259,6.02010105418318
250197486,8259078068,5.249537669034334
250197487,6389831245,24.7195851059834
250633030,8521252043,10.261315041337507
250633030,1710899823,5.695236975511549
250633030,1710899886,41.52883239722536
250633032,404788854,8.208375103865045
250633032,250633034,31.637577711698388
250633032,1710899812,10.689276857724755
250633034,1710899883,35.863580875761755
250633034,299276440,65.41566727146409
250633034,250633032,31.637577711698388
250931942,1788009629,13.82498644460471
250931942,250931943,29.384609722779985
250931942,1551395309,20.20953302540611
250931943,1710899646,23.772521279068997
250931943,250931942,29.384609722779985
250931943,2614091386,20.250238073425542
250931944,1613895044,16.011456680097417
250931957,6091318410,12.773133101338228
250931961,1626379690,6.273851873247949
250931965,6389831276,4.904281136308624
251576070,6958710195,10.430294607451048
251576072,7693660059,22.807710099033404
251576072,336984689,4.63969589954033
251576072,8195884882,8.060051593088279
251576072,8195884879,6.796808143336577
251576074,8195884898,42.680790303239995
251576074,2139527941,13.482035166968307
251576074,2139527940,14.860284524820127
251576075,8195465028,138.74250048602835
251576075,8195465022,144.4105411359853
251576075,12336039374,144.13199056797373
252828861,8195460203,6.540813210149034
253114355,11862608992,6.086535109942903
253114356,5840816320,6.6111604620930216
253114365,8259103942,6.467402084610046
253114365,8259103937,6.630715629311521
253114365,8259103936,7.838256303456421
253114366,8060737256,9.313443485779633
253262186,8198274511,8.127614027221117
253262187,8198274505,5.950827235467582
253262193,13584550096,19.99273588433003
253262193,1474005610,33.428386350108084
253262193,1474005612,14.356147799166742
256993300,5840815380,11.34862278802916
256993756,1505849594,48.98498080182873
256993756,1779422546,42.39174701001208
256993756,5559924022,53.23209007458759
256993774,11571540004,29.095352505693135
256993774,13848482427,69.19579205340938
256993774,11571540008,10.607821863108542
267812666,533789218,16.714103712021217
267812666,339375762,13.300925735918085
267812666,1474002565,57.32410918655296
267812712,1435969186,13.474590197008146
267812712,1435969039,27.57065210558997
267812712,1435969043,51.703957082611865
267812716,5512386318,5.535301392877488
267812716,1863629733,9.438562130930205
267812716,5587309609,95.46630426132931
267812728,335616696,18.988821288638807
267812728,648487893,14.662437925983983
267812728,2888358077,67.93968683120794
268012607,1866768050,7.334170780301136
268012607,1606967556,5.994933136485298
268012607,648487884,58.142589259379875
268012607,13358676890,27.707398967481055
279058208,279227058,51.22810381388077
279058208,1605594705,10.883750897187229
279058208,8866995127,3.689828513391234
279058208,7913373883,16.554307349266615
279061794,4659427938,11.207102878946772
279061794,1821041922,13.145933817853058
279061794,4659427939,13.106421541595715
279061794,7606757408,16.485855251210786
279061794,280639909,353.1424122191573
279061800,7103824530,9.520744359553115
279061800,7103824500,64.28371054522648
279061820,7434803763,5.8353530387396155
279061820,7434821994,4.464576287724071
279061820,7434821990,9.07074294887699
279061854,2105066080,35.71325548513877
279061854,293259272,27.407632234012294
279061854,293259264,20.666548560731286
279226498,2665709443,12.478135342433408
279226498,8866995126,4.169345769752741
279226498,7438815252,32.258002550838604
279226498,7449917607,34.33051048906311
279227005,1575071105,11.860823313619342
279227005,7434802715,18.764427235573557
