u,v,length
35485240,12488782137,9.56387998272055
35971851,7838027575,5.804226797167413
35971857,4351161235,46.45997599132574
49615935,9170710904,15.001060095689697
49615935,13191921349,8.039685465828075
49615935,12974551861,86.15323683705887
49616078,4913814792,29.724374109334157
49616191,10845508558,8.532429948869993
49616191,9049548134,8.242230964877036
49616191,9049548128,8.119513944162746
60360164,809275036,9.427039496051691
60360164,60360166,11.694027335584805
60360164,60360208,24.387462706387744
60360166,60360164,11.694027335584805
60360166,60360208,11.414336990705095
60360166,809275071,9.641763913879439
60360166,10845498589,7.763727990289395
60360172,7838027692,12.257283712344698
60360172,4124770391,38.0455281564398
60360172,60360180,108.6064235949924
60360172,60360180,108.79007562152871
60360180,809275058,12.712401058102184
60360180,11395268512,63.6511807107179
60360180,60360172,108.60642359499239
60360180,60360172,108.79007562152871
60360186,11395268514,9.28119759217825
60360186,11395268512,8.330113963605582
60360186,809275083,11.329373495214625
60360186,809275056,14.45258363566309
60360208,60360166,11.414336990705095
60360208,10845498590,7.452916102893077
60360208,60360164,24.387462706387744
60360239,4175105138,22.601709636647414
60360273,430856769,44.69357156045705
60360273,430856838,49.29543165942407
60360273,430857028,49.6150654608049
60360273,430857009,50.601354463432656
60360315,8095157689,8.989487801314121
60360315,8095189318,15.997085774799666
60360315,7854384586,10.902657181614842
60360315,8095157714,8.19160700340561
60360316,10053875104,8.793171960649172
60360330,7854384647,1.7959402463598177
60360330,8095189420,112.37894086015133
60360330,8095189420,106.56183542815529
60360337,7832769369,9.32029849998406
60360337,1287736702,10.45760765141085
60360337,7854359444,7.034059900200852
60360337,7854384587,8.130914566404948
60360351,7854384643,8.363317302513025
60360351,7835344927,9.729697926623917
60360351,7854359442,8.155737657483048
60360358,7854384646,10.346029332636363
60360358,7854384649,67.37893167888579
60360358,1287736695,18.520305137737772
60363058,7838027474,7.516289575012585
60363058,4175106333,78.186137744942
60363058,7838027522,95.56477900573931
60407136,1812112201,9.449408001673692
60407136,5319345310,8.526589729707386
60407136,13191921333,12.078448198126834
60407136,1245014867,14.280038190751988
60407180,1132520388,25.78607785173007
60407180,7838027520,37.77985459322418
60407180,1895609895,39.00788718520151
60407188,11361006544,7.7209160824866565
60407188,8105701672,8.663692260235146
60407188,9951506861,32.68093120699693
60407192,373155053,43.426340580076015
60407226,1966262546,19.241818866847684
60407226,8192369613,9.006504236039415
60407226,1966263248,6.762414839486669
60407247,8119481542,7.939391288088972
60407247,1966278318,39.2160301721988
60407247,7869345445,24.46204650156769
60407247,7854384635,54.01527813552326
60407253,8119481550,6.257660971907021
60407255,9981919353,13.690817063812089
60407256,11885254384,5.998573561078515
60407256,1966261748,16.46727963896005
60407256,8119541237,24.41662977249738
60407260,1966261746,18.928617913563805
60407260,1966261748,34.6732627371474
60407260,1112666370,86.96529831666625
60407269,7983169980,8.897535229783994
60407269,430858812,11.308679378270156
60407269,7983169987,5.865978471537243
60407269,7983164273,20.911098945090423
60407289,9951910679,23.235635989002624
60407289,9951548930,10.48843339038141
60407289,9951548931,18.549120161840325
60407292,11361006531,40.19778881681062
60407292,373155950,16.42861484304149
60407292,8082432853,82.4273085787006
95661458,2689735836,8.53382270325342
95661460,7427978428,19.882134021539382
95661460,291606236,17.96542995564626
95661460,291606236,32.174367208582495
95661460,7427978424,13.521461435545126
146203637,8099166967,8.460206607260117
146203637,8099166988,22.19668904583696
146203637,146203665,56.08790732305029
146203637,1936247633,60.38970081076076
146203665,8099166966,11.463831414329224
146203665,8099166981,25.696560609044564
146203665,146203637,56.08790732305029
146203665,1936247633,59.093456547343735
152555419,365665649,103.13788318785396
152555419,365665665,7.717876881825363
152555419,8095126678,7.615256987638823
152555940,3310314128,5.113863526677649
152555940,383411590,94.67121405089823
152555940,8178001138,6.974322058564011
152555940,7865790112,122.60961573496078
152633182,373159894,40.631247098165744
152633182,7983169936,72.76724611725999
152633182,8195607704,6.648967213728945
291602960,1578945929,14.998955742475763
291602960,3720013651,7.166425542594138
291602960,1578945928,31.601051968915524
291603680,11280441481,8.37774147402755
291604257,11280441477,11.255045319706646
291605453,12974551862,18.359441160700953
291606236,95661460,17.96542995564626
291606236,95661460,32.174367208582495
291606236,7427978427,13.189529180621449
291607601,2284481660,11.570476085609974
291607602,8117708910,30.927822562132803
291607602,8117708911,31.636259103981715
291608072,8095189384,9.369305604372787
291608247,2689735831,10.071509205266379
365650453,7831100631,7.969430182731644
365650494,7831226943,8.113413020392631
365650499,365650503,18.53363444982392
365650499,7854384650,10.521311809359448
365650499,8095189407,9.88501834089311
365650503,365650499,18.53363444982392
365650503,8099455703,7.357299828583554
365650503,7854384649,10.741572866453568
365650540,8099476118,11.736255636902213
365665649,8095157697,7.989886113176062
365665649,152555419,103.13788318785396
365665649,8095189405,41.07405907394546
365665657,2767173652,8.151584507317542
365665657,9244703438,28.011108381783732
365665657,12494932487,41.28048867990741
365665662,8178082291,39.715374741524414
365665665,8095157694,7.73217566536684
365665665,152555419,7.717876881825363
365665665,3310314127,116.96934383134443
365665668,8178082291,10.948400274854166
365665668,8095189320,9.970548590968217
365665668,12494932513,18.2688542998419
365665668,365665672,23.10706468299169
365665672,365665668,23.10706468299169
365665762,8098801558,4.516961996458427
365665762,1895622038,57.652774299635624
365665762,8098801568,68.20614758343949
371845040,13085619810,5.753831180277357
371845040,1812112200,21.791778777951208
371845040,809275058,24.90488699993422
371845047,13085619959,5.580656292099488
371845047,13085619963,36.97837744400025
371845047,1245014861,51.74559996649265
371845047,1812112218,7.982758034750288
371845053,371845127,85.96691992604089
371845053,373134849,17.907799835811705
371845053,5319345310,148.8891444915592
371845060,13085619975,6.073865324878335
371845060,13085619978,5.724269016525388
371845060,13085620060,37.24848350920991
371845072,8098919747,10.064207640286105
371845072,391903912,10.907982177787487
371845072,2463019667,110.28706749114187
371845072,13327151315,73.78123862855061
371845078,373140713,49.33203608905363
371845078,373140722,92.17071127298533
371845078,373141039,8.819368518888053
371845087,13085619943,6.1824555445738625
371845087,1245014866,94.87963801241654
371845087,373140722,78.90431911653911
371845093,13085620060,5.386382874920124
371845093,13085619963,6.16915203179307
371845093,13085619944,7.823674083257665
371845093,13085620056,5.658996073940551
371845097,373140450,42.98739733724403
371845097,373139433,42.44435420306613
371845097,13085619995,5.882111438995748
371845103,13085620000,6.351927148513209
371845103,13085620003,78.39484961419073
371845103,13085619978,79.6834704440544
371845108,13085620053,8.90180437881217
371845108,13085620003,6.516145092403502
371845108,13085620055,7.76039397192028
371845108,13085620041,6.99311485836019
371845116,11165379101,7.545709504842847
371845116,371845127,85.06249501863887
